model,backbone_ms,action_head_ms,total_ms
pi05,35.524,67.791,103.315
pi05,34.858,67.127,101.985
pi05,32.152,68.479,100.631
pi05,41.891,70.986,112.877
pi05,38.202,69.938,108.139
pi05,35.543,79.536,115.079
pi05,34.870,67.954,102.824
pi05,31.782,67.066,98.848
pi05,38.345,68.454,106.799
pi05,34.950,67.963,102.913
pi05,31.868,67.109,98.978
pi05,34.556,68.180,102.736
pi05,34.968,67.501,102.468
pi05,32.490,68.801,101.291
pi05,38.102,69.717,107.820
pi05,38.488,71.221,109.709
pi05,38.017,86.021,124.038
pi05,31.842,69.155,100.997
pi05,32.435,69.757,102.192
pi05,36.686,67.288,103.974
pi05,39.974,66.476,106.450
pi05,32.626,68.445,101.072
pi05,33.370,67.795,101.165
pi05,32.844,67.373,100.216
pi05,42.239,70.253,112.491
pi05,36.133,66.692,102.825
pi05,31.780,68.743,100.523
pi05,39.908,77.114,117.022
pi05,38.684,70.214,108.898
pi05,38.249,69.018,107.268
pi05,31.843,67.171,99.014
pi05,32.293,67.521,99.814
pi05,36.524,67.888,104.413
pi05,38.279,69.914,108.193
pi05,37.728,71.154,108.882
pi05,38.061,68.481,106.542
pi05,36.051,68.085,104.135
pi05,38.559,70.115,108.674
pi05,33.771,74.560,108.331
pi05,31.748,67.049,98.797
pi05,31.814,67.229,99.043
pi05,31.827,66.107,97.935
pi05,31.818,72.421,104.239
pi05,39.913,72.714,112.627
pi05,37.811,70.112,107.923
pi05,38.570,68.193,106.762
pi05,36.135,66.773,102.908
pi05,37.964,69.785,107.748
pi05,38.253,69.544,107.797
pi05,34.467,67.743,102.209
pi05,34.295,68.502,102.796
pi05,34.341,68.566,102.908
pi05,33.688,74.539,108.226
pi05,35.983,67.007,102.990
pi05,36.789,71.012,107.801
pi05,35.044,70.520,105.564
pi05,35.200,69.229,104.429
pi05,32.586,74.090,106.676
pi05,38.166,66.842,105.008
pi05,35.382,69.247,104.629
pi05,32.859,80.769,113.627
pi05,39.204,67.965,107.169
pi05,35.720,69.534,105.254
pi05,32.470,66.578,99.047
pi05,37.724,67.246,104.969
pi05,37.690,70.128,107.817
pi05,36.775,70.457,107.231
pi05,34.335,70.301,104.637
pi05,37.863,70.887,108.750
pi05,38.196,70.387,108.584
pi05,36.094,69.297,105.390
pi05,31.892,75.943,107.835
pi05,32.901,66.779,99.681
pi05,34.478,68.094,102.572
pi05,35.715,68.137,103.852
pi05,32.936,65.697,98.633
pi05,31.779,67.349,99.128
pi05,35.518,69.141,104.659
pi05,36.232,68.419,104.651
pi05,34.782,66.348,101.130
pi05,31.774,66.706,98.480
pi05,39.471,67.715,107.186
pi05,39.432,76.957,116.390
pi05,34.894,67.887,102.782
pi05,31.787,66.861,98.648
pi05,39.773,67.815,107.588
pi05,35.387,68.382,103.769
pi05,35.973,69.029,105.003
pi05,32.912,66.455,99.367
pi05,32.870,65.807,98.678
pi05,36.205,69.005,105.210
pi05,35.874,67.119,102.994
pi05,35.425,66.581,102.007
pi05,32.106,76.032,108.138
pi05,36.134,69.177,105.312
pi05,35.947,67.083,103.030
pi05,31.798,66.560,98.358
pi05,34.277,66.834,101.111
pi05,39.825,67.860,107.685
pi05,35.355,67.281,102.636
pi05,35.623,71.472,107.094
pi05,31.764,66.587,98.351
pi05,31.777,67.131,98.908
pi05,35.944,69.195,105.139
pi05,39.538,67.747,107.284
pi05,35.661,68.119,103.780
pi05,31.782,67.666,99.448
pi05,31.771,67.431,99.202
pi05,39.625,66.918,106.542
pi05,36.117,69.020,105.137
pi05,31.775,67.534,99.309
pi05,31.788,66.915,98.703
pi05,39.450,68.954,108.403
pi05,34.745,67.886,102.632
pi05,35.945,66.772,102.717
pi05,36.668,67.277,103.945
pi05,38.673,67.932,106.605
pi05,39.376,68.639,108.014
pi05,35.549,68.067,103.616
pi05,33.164,66.304,99.468
pi05,35.858,67.718,103.577
pi05,38.257,67.151,105.408
pi05,35.708,67.490,103.198
pi05,31.779,66.834,98.612
pi05,34.307,67.591,101.898
pi05,39.001,67.055,106.056
pi05,36.524,69.071,105.596
pi05,34.971,66.535,101.506
pi05,37.195,69.041,106.236
pi05,35.367,67.039,102.406
pi05,36.037,67.703,103.741
pi05,31.774,66.892,98.666
pi05,33.112,66.172,99.285
pi05,36.194,68.194,104.388
pi05,36.290,66.796,103.086
pi05,35.158,67.394,102.552
pi05,31.787,66.992,98.779
pi05,38.074,67.935,106.009
pi05,31.784,67.972,99.756
pi05,34.392,67.786,102.179
pi05,36.234,67.240,103.474
pi05,35.220,67.036,102.257
pi05,35.647,66.915,102.562
pi05,35.465,67.202,102.667
pi05,31.768,66.358,98.126
pi05,35.056,68.659,103.716
pi05,34.681,67.615,102.296
pi05,32.786,67.606,100.391
pi05,38.275,72.281,110.557
pi05,31.802,66.507,98.309
pi05,34.860,67.594,102.453
pi05,34.909,68.323,103.232
pi05,31.766,66.985,98.751
pi05,35.095,68.021,103.116
pi05,34.674,66.629,101.303
pi05,31.772,66.441,98.213
pi05,35.279,68.352,103.631
pi05,36.294,67.400,103.694
pi05,35.292,66.151,101.443
