model,backbone_ms,action_head_ms,total_ms
groot,446.087,56.991,503.078
groot,23.934,49.834,73.768
groot,23.586,45.242,68.829
groot,23.645,45.163,68.808
groot,23.686,45.209,68.895
groot,23.678,45.130,68.809
groot,23.629,45.189,68.818
groot,23.586,45.150,68.736
groot,24.295,45.172,69.468
groot,23.669,45.226,68.895
groot,23.663,45.172,68.835
groot,23.753,45.158,68.911
groot,23.571,45.160,68.731
groot,25.837,45.141,70.977
groot,23.558,45.186,68.744
groot,23.641,45.159,68.800
groot,23.657,45.958,69.615
groot,23.711,45.120,68.830
groot,27.336,45.151,72.487
groot,23.762,45.170,68.932
groot,23.581,45.191,68.772
groot,23.560,45.174,68.734
groot,23.733,45.190,68.923
groot,23.623,45.155,68.778
groot,23.710,45.168,68.878
groot,23.747,45.871,69.617
groot,24.629,45.203,69.832
groot,23.734,45.159,68.893
groot,23.728,45.199,68.927
groot,23.684,45.934,69.618
groot,26.720,45.147,71.867
groot,23.637,45.201,68.838
groot,24.044,45.230,69.274
groot,23.615,45.759,69.374
groot,23.577,45.132,68.709
groot,23.623,45.175,68.798
groot,23.610,45.156,68.766
groot,23.506,45.787,69.292
groot,23.687,45.127,68.814
groot,23.751,45.187,68.938
groot,23.742,45.208,68.950
groot,25.097,45.163,70.260
groot,23.558,45.159,68.716
groot,23.517,49.035,72.552
groot,23.584,45.185,68.769
groot,30.768,45.319,76.086
groot,26.998,45.183,72.181
groot,23.632,45.143,68.775
groot,23.655,45.190,68.846
groot,23.590,46.575,70.165
groot,23.584,45.191,68.776
groot,23.825,45.162,68.986
groot,23.632,45.173,68.804
groot,23.540,45.152,68.692
groot,23.768,45.151,68.919
groot,23.803,45.220,69.023
groot,23.637,45.154,68.791
groot,23.677,45.176,68.852
groot,23.878,45.188,69.065
groot,23.594,45.169,68.763
groot,23.827,45.155,68.981
groot,23.512,45.165,68.678
groot,23.613,45.192,68.805
groot,23.699,45.238,68.937
groot,23.560,45.152,68.712
groot,23.444,45.768,69.212
groot,23.728,45.153,68.881
groot,23.611,45.192,68.804
groot,23.620,45.187,68.807
groot,23.718,45.167,68.885
groot,23.565,45.122,68.687
groot,23.645,45.174,68.819
groot,24.673,45.197,69.870
groot,26.873,45.188,72.061
groot,23.585,45.147,68.731
groot,23.595,45.185,68.781
groot,23.506,45.413,68.918
groot,23.677,45.755,69.432
groot,23.688,45.209,68.897
groot,23.750,45.182,68.931
groot,23.611,45.167,68.779
groot,24.747,45.192,69.939
groot,23.587,45.188,68.776
groot,23.586,45.153,68.739
groot,23.815,45.164,68.979
groot,23.522,45.174,68.695
groot,23.625,45.168,68.793
groot,23.718,44.931,68.649
groot,23.808,44.896,68.704
groot,23.555,45.628,69.183
groot,23.584,44.906,68.490
groot,23.747,44.890,68.637
groot,23.627,44.937,68.564
groot,23.760,44.349,68.109
groot,23.564,44.884,68.448
groot,23.573,46.779,70.352
groot,23.668,44.939,68.607
groot,23.564,44.900,68.464
groot,23.643,44.884,68.527
groot,23.543,44.973,68.516
groot,23.683,44.960,68.643
groot,23.605,44.887,68.492
groot,23.713,44.902,68.615
groot,23.609,48.646,72.255
groot,23.539,44.958,68.497
groot,23.772,44.920,68.692
groot,23.642,44.913,68.555
groot,23.551,48.665,72.215
groot,24.890,44.904,69.793
groot,23.485,44.917,68.402
groot,23.578,44.898,68.476
groot,24.200,44.584,68.784
groot,23.590,44.949,68.539
groot,23.675,44.952,68.627
groot,23.556,44.909,68.465
groot,24.371,44.908,69.278
groot,23.625,44.922,68.547
groot,23.750,44.928,68.678
groot,23.629,44.941,68.569
groot,24.922,45.195,70.117
groot,24.906,47.330,72.236
groot,23.738,45.175,68.913
groot,23.638,45.170,68.809
groot,23.718,45.155,68.873
groot,23.945,45.172,69.118
groot,23.755,45.146,68.901
groot,23.642,45.185,68.826
groot,24.570,46.303,70.873
groot,23.635,45.170,68.806
groot,23.656,45.130,68.786
groot,23.689,45.141,68.830
groot,23.748,45.149,68.897
groot,27.041,48.664,75.704
groot,23.695,45.157,68.852
groot,23.666,45.143,68.810
groot,23.678,45.161,68.838
groot,23.671,45.191,68.862
groot,23.747,45.295,69.042
groot,23.856,45.158,69.015
groot,24.141,45.137,69.278
groot,23.764,45.164,68.928
groot,23.579,45.734,69.313
groot,23.640,45.171,68.811
groot,23.747,45.180,68.927
groot,25.332,45.173,70.505
groot,24.757,45.167,69.924
groot,23.664,45.175,68.839
groot,23.729,45.148,68.878
groot,23.818,45.172,68.990
groot,23.666,45.182,68.848
groot,23.725,45.160,68.885
groot,23.607,45.146,68.753
groot,23.326,44.627,67.953
groot,23.932,45.843,69.775
groot,24.923,47.422,72.344
groot,23.654,45.176,68.830
groot,23.607,45.155,68.762
groot,23.825,45.478,69.303
groot,23.620,45.805,69.425
groot,23.720,45.188,68.908
groot,23.679,45.160,68.839
groot,23.622,45.122,68.744
groot,23.747,45.177,68.925
groot,23.808,45.169,68.977
groot,23.613,45.173,68.785
groot,23.667,45.256,68.924
groot,23.709,45.154,68.864
