model,backbone_ms,action_head_ms,total_ms
drif_ov,250.445,14.417,264.862
drif_ov,23.619,5.059,28.678
drif_ov,23.519,4.878,28.397
drif_ov,23.582,4.928,28.510
drif_ov,23.661,4.926,28.587
drif_ov,23.607,4.902,28.509
drif_ov,23.594,4.892,28.486
drif_ov,23.777,5.007,28.784
drif_ov,23.645,4.960,28.605
drif_ov,23.680,4.878,28.557
drif_ov,23.633,4.916,28.549
drif_ov,23.627,4.890,28.518
drif_ov,23.642,4.903,28.545
drif_ov,23.669,4.885,28.554
drif_ov,23.611,4.931,28.543
drif_ov,23.624,4.897,28.521
drif_ov,23.629,4.926,28.555
drif_ov,23.471,4.881,28.352
drif_ov,23.603,4.964,28.567
drif_ov,23.583,4.964,28.548
drif_ov,23.554,4.914,28.468
drif_ov,26.663,4.977,31.640
drif_ov,23.693,4.961,28.654
drif_ov,23.792,4.917,28.709
drif_ov,23.645,4.844,28.488
drif_ov,23.549,4.859,28.409
drif_ov,23.550,4.957,28.507
drif_ov,23.556,4.848,28.404
drif_ov,23.548,4.916,28.464
drif_ov,23.520,4.832,28.352
drif_ov,25.496,4.768,30.264
drif_ov,23.541,4.882,28.423
drif_ov,23.641,4.928,28.569
drif_ov,24.169,4.905,29.074
drif_ov,23.758,5.014,28.772
drif_ov,30.947,4.975,35.921
drif_ov,23.656,4.907,28.563
drif_ov,23.713,4.884,28.597
drif_ov,23.591,4.844,28.435
drif_ov,23.549,4.892,28.441
drif_ov,24.454,4.886,29.340
drif_ov,23.513,4.916,28.429
drif_ov,23.658,4.913,28.571
drif_ov,23.604,4.947,28.551
drif_ov,24.631,5.534,30.164
drif_ov,23.769,4.986,28.756
drif_ov,24.131,4.911,29.042
drif_ov,23.542,4.879,28.421
drif_ov,23.647,4.870,28.517
drif_ov,23.490,4.872,28.362
drif_ov,23.551,5.082,28.632
drif_ov,23.720,4.983,28.703
drif_ov,23.795,4.993,28.788
drif_ov,23.660,4.907,28.566
drif_ov,23.860,4.940,28.800
drif_ov,23.555,4.985,28.541
drif_ov,23.643,4.895,28.538
drif_ov,23.565,4.899,28.464
drif_ov,23.531,4.990,28.521
drif_ov,23.838,4.957,28.795
drif_ov,23.637,4.897,28.534
drif_ov,23.707,4.900,28.607
drif_ov,23.695,4.984,28.679
drif_ov,23.699,5.004,28.703
drif_ov,23.695,5.027,28.722
drif_ov,23.720,4.893,28.614
drif_ov,23.620,4.890,28.510
drif_ov,24.067,4.906,28.974
drif_ov,23.526,4.947,28.472
drif_ov,23.621,4.904,28.525
drif_ov,23.577,4.909,28.486
drif_ov,23.564,4.898,28.462
drif_ov,23.579,4.920,28.499
drif_ov,23.635,4.899,28.534
drif_ov,23.699,4.911,28.610
drif_ov,23.812,4.944,28.756
drif_ov,23.608,4.971,28.579
drif_ov,23.529,5.017,28.546
drif_ov,23.548,4.957,28.504
drif_ov,23.582,4.901,28.483
drif_ov,23.618,4.893,28.512
drif_ov,23.506,4.969,28.475
drif_ov,23.653,4.898,28.552
drif_ov,23.634,4.942,28.576
drif_ov,23.683,5.042,28.725
drif_ov,23.647,4.976,28.622
drif_ov,23.621,4.892,28.513
drif_ov,23.505,4.923,28.428
drif_ov,23.534,4.889,28.423
drif_ov,23.579,4.910,28.489
drif_ov,23.592,4.948,28.540
drif_ov,23.541,5.053,28.593
drif_ov,23.623,4.922,28.545
drif_ov,23.660,4.904,28.563
drif_ov,23.625,4.897,28.521
