model,backbone_ms,action_head_ms,total_ms
drif_ov,180.364,14.259,194.623
drif_ov,23.961,5.046,29.007
drif_ov,23.549,4.953,28.502
drif_ov,23.723,4.700,28.424
drif_ov,23.573,4.872,28.445
drif_ov,23.712,4.911,28.623
drif_ov,23.522,4.715,28.237
drif_ov,23.462,4.794,28.255
drif_ov,23.418,4.771,28.189
drif_ov,23.429,4.770,28.199
drif_ov,23.371,4.860,28.231
drif_ov,23.558,4.760,28.318
drif_ov,23.455,4.782,28.237
drif_ov,23.483,4.818,28.301
drif_ov,23.475,4.772,28.247
drif_ov,23.495,4.799,28.295
drif_ov,23.509,4.769,28.278
drif_ov,23.659,4.945,28.604
drif_ov,23.535,4.837,28.371
drif_ov,23.438,4.746,28.184
drif_ov,23.474,4.833,28.307
drif_ov,23.519,4.815,28.334
drif_ov,31.145,4.646,35.791
drif_ov,23.436,4.824,28.260
drif_ov,23.460,4.780,28.240
drif_ov,23.472,4.781,28.254
drif_ov,23.552,4.763,28.315
drif_ov,23.434,4.827,28.261
drif_ov,23.518,4.784,28.301
drif_ov,24.801,4.773,29.574
drif_ov,23.551,4.807,28.357
drif_ov,23.538,4.849,28.388
drif_ov,23.529,4.802,28.331
drif_ov,23.544,4.710,28.254
drif_ov,23.513,4.841,28.354
drif_ov,23.462,4.839,28.301
drif_ov,23.456,4.758,28.214
drif_ov,24.243,6.049,30.292
drif_ov,23.691,4.807,28.498
drif_ov,23.503,4.851,28.353
drif_ov,23.471,4.806,28.277
drif_ov,23.531,4.760,28.291
drif_ov,23.493,4.754,28.247
drif_ov,23.568,4.819,28.386
drif_ov,23.461,4.787,28.248
drif_ov,23.546,4.806,28.352
drif_ov,23.483,4.833,28.316
drif_ov,23.451,4.805,28.256
drif_ov,32.842,4.703,37.545
drif_ov,27.606,4.671,32.278
drif_ov,23.446,4.746,28.192
drif_ov,23.513,5.023,28.537
drif_ov,23.438,4.722,28.160
drif_ov,23.603,4.772,28.375
drif_ov,23.434,4.781,28.215
drif_ov,23.469,4.840,28.309
drif_ov,23.515,4.762,28.277
drif_ov,23.671,4.812,28.483
drif_ov,23.519,4.763,28.282
drif_ov,23.477,4.796,28.273
drif_ov,23.512,4.780,28.292
drif_ov,23.444,4.786,28.230
drif_ov,23.608,4.785,28.394
drif_ov,23.512,4.930,28.442
drif_ov,23.470,4.820,28.291
drif_ov,23.578,4.838,28.417
drif_ov,23.503,4.792,28.295
drif_ov,23.502,4.815,28.317
drif_ov,23.455,4.798,28.254
drif_ov,23.517,4.783,28.301
drif_ov,23.561,4.841,28.401
drif_ov,23.521,4.864,28.385
drif_ov,24.331,4.829,29.160
