model,backbone_ms,action_head_ms,total_ms
groot,412.777,84.565,497.342
groot,23.811,53.473,77.284
groot,23.335,44.323,67.658
groot,23.382,44.332,67.714
groot,23.679,45.236,68.915
groot,23.673,45.278,68.952
groot,23.736,45.254,68.991
groot,23.665,45.279,68.943
groot,23.673,45.256,68.929
groot,23.759,45.280,69.039
groot,25.095,45.244,70.339
groot,23.709,46.585,70.294
groot,23.703,45.297,69.000
groot,23.822,45.294,69.116
groot,23.690,45.288,68.978
groot,23.840,45.263,69.103
groot,23.663,49.384,73.047
groot,23.793,45.277,69.070
groot,23.745,45.251,68.996
groot,23.809,45.360,69.169
groot,23.684,45.229,68.913
groot,23.786,45.303,69.089
groot,23.793,45.282,69.075
groot,23.687,45.287,68.974
groot,23.798,45.266,69.064
groot,23.712,45.382,69.095
groot,24.139,45.265,69.404
groot,23.688,47.935,71.623
groot,23.713,45.266,68.979
groot,23.775,45.266,69.042
groot,23.684,45.264,68.948
groot,23.887,45.248,69.135
groot,23.809,45.252,69.061
groot,23.730,45.276,69.006
groot,23.712,45.265,68.977
groot,23.696,45.272,68.968
groot,23.738,45.325,69.063
groot,24.032,45.259,69.291
groot,23.795,45.265,69.060
groot,23.709,45.245,68.954
groot,23.779,45.240,69.019
groot,23.842,45.246,69.088
groot,23.683,45.255,68.938
groot,23.774,45.351,69.125
groot,23.819,45.294,69.113
groot,23.826,45.301,69.127
groot,23.845,45.240,69.085
groot,23.916,45.239,69.155
groot,23.704,45.252,68.956
groot,23.679,49.377,73.055
groot,23.781,45.219,69.000
groot,23.694,45.257,68.951
groot,23.878,45.235,69.113
groot,23.752,45.263,69.015
groot,23.932,45.237,69.168
groot,23.695,45.243,68.938
groot,33.546,45.264,78.811
groot,23.712,45.270,68.982
groot,23.653,45.263,68.916
groot,23.724,45.253,68.977
groot,23.878,50.881,74.758
groot,23.719,45.313,69.032
groot,23.871,45.258,69.129
groot,23.830,45.282,69.112
groot,30.749,45.381,76.130
groot,24.798,45.248,70.046
groot,27.775,45.312,73.087
groot,23.739,45.231,68.969
groot,23.727,49.589,73.316
groot,23.739,45.278,69.017
groot,23.805,45.276,69.082
groot,23.686,45.264,68.950
groot,23.896,45.285,69.181
groot,23.768,45.298,69.066
groot,23.729,45.245,68.974
groot,23.663,45.242,68.905
groot,23.742,45.266,69.009
groot,23.660,45.275,68.935
groot,23.800,45.227,69.028
groot,23.929,45.323,69.252
groot,23.758,45.240,68.998
groot,23.768,45.232,69.001
groot,23.682,45.246,68.928
groot,23.839,45.303,69.142
groot,23.736,45.250,68.987
groot,23.715,45.261,68.976
groot,23.785,49.317,73.102
groot,23.710,45.300,69.010
groot,25.318,45.278,70.596
groot,23.803,45.284,69.087
groot,23.748,45.280,69.028
groot,23.661,45.330,68.991
groot,23.711,45.277,68.988
groot,23.791,45.293,69.084
groot,23.698,45.214,68.912
groot,23.669,45.277,68.946
groot,23.885,49.502,73.387
groot,23.664,48.017,71.681
groot,23.779,45.223,69.003
groot,23.692,45.272,68.964
groot,23.726,45.264,68.990
groot,23.761,45.256,69.017
groot,23.758,45.258,69.016
groot,23.687,45.252,68.939
groot,23.721,45.221,68.942
groot,23.943,45.322,69.265
groot,23.724,45.225,68.948
groot,23.691,45.291,68.982
groot,23.853,45.264,69.118
groot,23.699,45.282,68.981
groot,23.680,45.254,68.934
groot,23.752,45.264,69.016
groot,23.670,45.278,68.948
groot,23.695,45.301,68.996
groot,23.685,45.239,68.924
groot,23.786,45.274,69.060
