model,backbone_ms,action_head_ms,total_ms
drifting,23.737,4.755,28.492
drifting,23.770,4.778,28.549
drifting,24.657,4.712,29.369
drifting,24.470,4.813,29.283
drifting,23.849,4.841,28.691
drifting,23.903,4.916,28.819
drifting,23.874,4.801,28.675
drifting,23.898,4.807,28.704
drifting,31.529,4.735,36.264
drifting,23.684,4.775,28.459
drifting,23.762,4.767,28.529
drifting,23.735,6.250,29.985
drifting,23.720,4.712,28.432
drifting,23.792,4.832,28.624
drifting,24.116,4.910,29.025
drifting,23.775,4.795,28.569
drifting,23.657,4.769,28.426
drifting,24.217,4.706,28.924
drifting,23.636,4.871,28.507
drifting,23.852,4.817,28.670
drifting,23.763,4.771,28.534
drifting,23.820,4.782,28.602
drifting,24.084,4.822,28.906
drifting,23.722,4.754,28.476
drifting,23.784,4.799,28.583
drifting,23.825,4.803,28.628
drifting,23.687,4.775,28.463
drifting,23.735,4.775,28.510
drifting,23.751,4.768,28.519
drifting,25.270,4.708,29.979
