model,backbone_ms,action_head_ms,total_ms
drif_ov,7180.975,473.347,7654.323
drif_ov,23.568,4.881,28.448
drif_ov,23.649,4.966,28.614
drif_ov,23.640,4.952,28.592
drif_ov,23.507,4.892,28.399
drif_ov,23.561,4.871,28.432
drif_ov,23.560,4.905,28.465
drif_ov,23.524,4.961,28.485
drif_ov,23.519,4.904,28.423
drif_ov,23.859,4.877,28.736
drif_ov,23.578,5.019,28.597
drif_ov,23.528,4.934,28.462
drif_ov,23.558,4.921,28.479
drif_ov,24.314,5.301,29.615
drif_ov,23.546,5.118,28.664
drif_ov,23.620,4.937,28.557
drif_ov,23.531,4.894,28.426
drif_ov,23.523,4.950,28.473
drif_ov,23.542,4.897,28.439
drif_ov,23.513,4.863,28.375
drif_ov,23.534,4.903,28.437
drif_ov,23.531,4.910,28.442
drif_ov,23.558,4.834,28.393
drif_ov,23.533,4.881,28.414
drif_ov,23.720,4.883,28.603
drif_ov,23.646,4.869,28.515
drif_ov,23.626,4.882,28.508
drif_ov,23.524,4.867,28.391
drif_ov,23.512,4.873,28.385
drif_ov,23.508,6.683,30.191
drif_ov,23.486,4.907,28.393
drif_ov,23.556,4.917,28.474
drif_ov,23.574,4.843,28.417
drif_ov,23.570,4.786,28.356
drif_ov,23.594,4.861,28.455
drif_ov,23.534,4.921,28.455
drif_ov,23.530,4.845,28.376
drif_ov,23.573,4.954,28.527
drif_ov,23.555,5.255,28.810
drif_ov,31.975,5.118,37.093
drif_ov,22.788,4.856,27.644
drif_ov,22.766,4.844,27.610
drif_ov,23.540,4.875,28.415
drif_ov,23.581,4.826,28.408
drif_ov,23.546,4.919,28.465
drif_ov,23.621,4.834,28.455
drif_ov,23.631,4.868,28.499
drif_ov,23.659,5.000,28.660
drif_ov,23.662,4.930,28.592
drif_ov,23.550,4.853,28.403
drif_ov,23.546,4.908,28.454
drif_ov,25.411,5.036,30.448
drif_ov,24.141,4.957,29.097
drif_ov,23.907,5.320,29.227
drif_ov,23.535,4.883,28.418
drif_ov,23.426,4.820,28.246
drif_ov,24.777,4.941,29.718
drif_ov,23.478,4.891,28.369
drif_ov,23.541,4.860,28.401
drif_ov,23.592,4.906,28.498
drif_ov,23.515,4.925,28.440
drif_ov,23.685,4.862,28.547
drif_ov,23.686,4.857,28.543
drif_ov,23.637,4.914,28.550
drif_ov,23.596,4.993,28.589
drif_ov,24.012,5.180,29.192
drif_ov,23.450,4.813,28.263
drif_ov,23.473,4.884,28.357
drif_ov,23.641,4.896,28.536
drif_ov,23.551,4.904,28.455
drif_ov,23.555,4.881,28.435
drif_ov,23.455,4.922,28.377
drif_ov,23.587,4.858,28.445
drif_ov,23.623,4.940,28.563
drif_ov,23.641,4.879,28.520
drif_ov,23.526,4.880,28.406
