model,backbone_ms,action_head_ms,total_ms
groot,254.276,52.232,306.507
groot,23.524,53.237,76.761
groot,23.423,44.838,68.261
groot,23.562,44.817,68.379
groot,23.450,44.825,68.275
groot,23.449,44.794,68.243
groot,23.505,44.875,68.380
groot,23.462,52.789,76.251
groot,26.116,51.271,77.387
groot,23.459,44.795,68.254
groot,23.482,44.785,68.267
groot,23.550,44.848,68.398
groot,23.659,44.810,68.469
groot,23.477,46.030,69.507
groot,23.668,44.842,68.510
groot,23.573,44.844,68.416
groot,35.104,44.851,79.955
groot,23.570,44.787,68.357
groot,23.472,44.865,68.337
groot,23.605,44.859,68.464
groot,24.617,44.850,69.466
groot,23.433,44.788,68.221
groot,23.520,44.834,68.354
groot,23.504,44.830,68.334
groot,23.569,44.823,68.392
groot,23.662,44.742,68.404
groot,23.397,44.797,68.194
groot,23.463,44.836,68.299
groot,23.609,44.859,68.468
groot,23.456,44.752,68.209
groot,23.422,44.826,68.248
groot,23.480,44.830,68.310
groot,26.127,45.990,72.117
groot,23.498,44.783,68.281
groot,23.437,44.814,68.251
groot,23.800,44.904,68.704
groot,23.547,44.848,68.395
groot,24.001,44.753,68.754
groot,23.501,44.823,68.324
groot,23.367,44.815,68.182
groot,24.036,44.811,68.847
groot,23.422,44.762,68.184
groot,23.674,45.148,68.822
groot,23.406,45.105,68.511
groot,23.477,45.091,68.568
groot,23.423,45.022,68.444
groot,23.415,45.078,68.493
groot,23.526,45.348,68.874
groot,23.782,45.130,68.912
groot,23.588,45.054,68.642
groot,23.589,45.086,68.675
groot,23.537,45.107,68.644
groot,24.833,52.276,77.109
groot,23.823,45.067,68.891
groot,23.403,45.068,68.471
groot,23.401,45.185,68.586
groot,23.503,45.078,68.581
groot,23.485,45.072,68.557
groot,23.532,46.498,70.030
groot,23.473,45.125,68.598
groot,23.286,44.450,67.736
groot,23.163,44.382,67.545
groot,23.448,45.088,68.537
groot,23.393,45.086,68.479
groot,23.482,45.097,68.579
groot,24.751,45.345,70.096
groot,23.458,45.090,68.548
groot,23.541,45.123,68.664
groot,23.475,45.074,68.548
groot,23.438,45.054,68.492
groot,23.657,45.038,68.694
groot,23.770,45.062,68.833
groot,23.902,45.091,68.993
groot,23.492,45.054,68.546
groot,23.482,45.097,68.579
groot,23.888,45.281,69.169
groot,28.409,45.081,73.490
groot,27.713,45.092,72.806
groot,26.978,45.069,72.047
groot,23.519,45.081,68.600
groot,23.521,45.131,68.653
groot,23.663,45.195,68.858
groot,23.435,45.155,68.591
groot,23.468,45.184,68.652
groot,23.672,45.169,68.841
groot,23.532,45.168,68.700
groot,23.518,45.173,68.691
groot,23.421,45.181,68.602
groot,23.517,45.253,68.770
groot,23.477,46.302,69.779
groot,23.462,45.133,68.595
groot,23.463,45.167,68.630
groot,71.845,45.195,117.039
groot,23.469,45.170,68.640
groot,23.511,45.175,68.686
groot,23.918,45.192,69.110
groot,23.399,45.203,68.602
groot,23.493,46.224,69.717
groot,23.875,46.215,70.091
groot,23.465,45.275,68.740
groot,23.952,45.301,69.253
groot,24.483,45.194,69.677
groot,23.424,45.138,68.562
groot,23.495,47.990,71.485
groot,23.520,45.201,68.721
groot,23.487,45.159,68.645
groot,23.592,45.167,68.759
groot,23.453,45.170,68.623
groot,23.421,45.217,68.638
groot,23.656,45.147,68.803
groot,23.560,45.140,68.700
groot,23.575,45.208,68.783
groot,24.866,45.213,70.079
groot,23.461,45.159,68.620
groot,23.904,45.161,69.065
groot,23.473,45.215,68.688
groot,23.493,45.270,68.763
groot,23.464,45.226,68.690
groot,23.509,45.142,68.651
groot,23.435,45.182,68.617
groot,23.480,45.212,68.691
groot,23.496,45.193,68.689
groot,23.485,45.183,68.669
groot,23.462,45.237,68.699
groot,23.519,45.224,68.743
groot,23.516,45.212,68.728
groot,23.564,45.156,68.720
groot,23.630,46.302,69.933
groot,23.484,45.182,68.666
groot,23.474,45.163,68.636
groot,23.501,45.144,68.644
groot,23.479,45.226,68.704
groot,23.697,45.187,68.884
groot,23.569,45.196,68.765
groot,23.564,45.147,68.711
groot,23.532,45.201,68.733
groot,23.524,45.188,68.712
groot,27.818,45.241,73.059
groot,25.015,47.090,72.105
groot,23.419,45.192,68.611
groot,23.467,45.202,68.669
groot,23.535,45.193,68.728
groot,23.507,45.177,68.684
groot,23.522,45.204,68.726
groot,23.473,45.180,68.653
groot,23.646,45.203,68.849
groot,23.472,45.135,68.607
groot,23.615,45.193,68.808
groot,23.727,45.202,68.929
groot,23.545,45.170,68.715
groot,23.751,46.270,70.020
groot,27.602,45.215,72.818
groot,23.491,45.229,68.719
groot,23.571,45.226,68.797
groot,23.467,45.162,68.629
groot,23.549,45.197,68.746
groot,23.506,45.237,68.744
groot,23.483,45.169,68.652
groot,23.546,45.160,68.706
groot,27.454,45.279,72.732
groot,23.585,45.215,68.800
groot,34.346,45.173,79.519
groot,23.425,45.169,68.594
groot,24.330,45.263,69.593
groot,23.516,45.182,68.698
groot,23.568,45.177,68.746
groot,23.530,45.154,68.683
groot,23.490,49.400,72.890
groot,23.633,45.226,68.858
groot,23.521,45.170,68.691
groot,23.570,45.134,68.705
groot,23.577,45.200,68.777
groot,25.292,45.173,70.465
groot,23.558,45.191,68.750
groot,23.558,45.176,68.734
groot,23.406,45.223,68.630
groot,23.482,45.198,68.680
groot,23.510,49.379,72.889
groot,23.356,45.147,68.503
groot,23.473,45.208,68.681
groot,23.458,45.209,68.667
groot,23.500,45.215,68.716
groot,23.427,45.152,68.579
groot,23.556,45.194,68.750
groot,23.417,45.175,68.593
groot,23.499,45.176,68.674
groot,23.507,45.144,68.651
groot,23.506,45.226,68.732
groot,23.452,45.215,68.667
groot,23.547,45.211,68.758
groot,23.484,45.154,68.638
groot,26.602,50.864,77.466
groot,23.426,45.194,68.620
groot,23.432,45.164,68.595
groot,23.662,45.157,68.819
groot,23.575,45.204,68.778
groot,23.592,49.338,72.930
groot,23.569,45.169,68.738
groot,23.454,45.172,68.626
groot,23.532,45.195,68.727
groot,23.510,45.198,68.708
groot,23.447,45.199,68.646
groot,23.813,46.218,70.031
groot,23.680,45.201,68.880
groot,23.949,45.268,69.217
groot,24.818,45.190,70.008
groot,26.519,45.176,71.695
groot,23.529,45.187,68.716
groot,23.501,45.206,68.707
groot,23.551,45.163,68.713
groot,23.522,45.187,68.709
groot,26.770,44.833,71.603
groot,23.250,44.826,68.076
groot,23.565,45.166,68.731
groot,24.787,45.115,69.901
groot,23.544,45.192,68.736
groot,23.457,45.234,68.691
groot,23.533,45.171,68.704
groot,23.612,45.176,68.788
groot,23.473,45.196,68.668
groot,23.479,45.234,68.713
groot,23.530,46.287,69.817
groot,23.897,45.133,69.030
groot,23.436,45.276,68.712
groot,23.608,45.186,68.794
groot,25.750,45.164,70.914
groot,27.236,45.162,72.398
groot,23.472,45.209,68.681
groot,23.731,45.256,68.987
groot,24.964,47.890,72.854
groot,23.527,45.141,68.668
groot,23.546,45.371,68.917
groot,32.271,45.186,77.457
groot,23.488,45.176,68.664
groot,23.522,45.141,68.663
groot,23.485,44.858,68.344
groot,23.475,44.823,68.298
groot,23.494,44.817,68.311
groot,23.529,44.806,68.335
groot,23.511,44.893,68.404
groot,23.459,44.810,68.269
groot,27.793,45.898,73.690
groot,23.505,44.805,68.310
groot,26.234,44.829,71.063
groot,23.564,44.846,68.410
groot,23.514,44.764,68.277
groot,23.464,44.834,68.298
groot,23.461,44.845,68.307
groot,23.463,44.860,68.323
groot,23.587,44.772,68.359
groot,24.433,44.832,69.265
groot,24.401,44.820,69.221
groot,23.567,48.701,72.268
groot,23.807,44.744,68.551
groot,23.508,44.826,68.334
groot,24.254,44.874,69.128
groot,23.386,44.810,68.196
groot,23.429,44.831,68.261
groot,23.473,44.833,68.307
groot,23.539,44.848,68.387
groot,23.518,44.870,68.388
groot,23.540,44.787,68.326
groot,23.584,44.779,68.363
groot,23.438,44.844,68.282
groot,23.442,44.855,68.297
groot,23.403,44.752,68.155
groot,23.408,44.812,68.220
groot,23.454,44.893,68.347
groot,23.483,44.859,68.342
groot,23.484,44.823,68.307
groot,23.547,44.814,68.361
groot,23.378,44.867,68.245
groot,23.502,44.836,68.338
groot,23.525,44.853,68.378
groot,23.471,44.857,68.328
groot,23.452,44.812,68.264
groot,23.510,44.850,68.360
groot,23.463,44.815,68.278
groot,23.507,44.856,68.363
groot,23.460,44.832,68.292
groot,23.468,44.813,68.282
groot,23.668,44.783,68.451
groot,23.539,44.848,68.388
groot,23.493,44.860,68.353
groot,23.456,44.889,68.346
groot,23.573,44.782,68.355
groot,23.405,44.896,68.301
groot,23.617,48.971,72.588
