model,backbone_ms,action_head_ms,total_ms
drif_ov,258.964,14.596,273.560
drif_ov,23.683,4.877,28.560
drif_ov,23.725,4.868,28.593
drif_ov,23.622,4.918,28.540
drif_ov,23.713,4.922,28.635
drif_ov,23.740,5.741,29.481
drif_ov,23.778,4.840,28.618
drif_ov,23.696,4.875,28.571
drif_ov,23.950,4.937,28.887
drif_ov,23.685,4.985,28.670
drif_ov,23.749,4.898,28.647
drif_ov,23.696,5.780,29.476
drif_ov,23.717,4.891,28.608
drif_ov,23.887,4.949,28.837
drif_ov,23.847,4.909,28.756
drif_ov,23.751,4.921,28.672
drif_ov,24.035,4.877,28.912
drif_ov,23.674,4.912,28.586
drif_ov,23.766,4.915,28.682
drif_ov,23.788,4.879,28.666
drif_ov,23.643,5.063,28.706
drif_ov,23.563,4.875,28.438
drif_ov,23.631,4.861,28.492
drif_ov,23.716,4.889,28.604
drif_ov,23.688,4.919,28.607
drif_ov,23.808,5.128,28.937
drif_ov,23.757,4.870,28.627
drif_ov,24.044,4.875,28.919
drif_ov,23.700,4.897,28.597
drif_ov,23.697,4.867,28.564
drif_ov,23.710,4.886,28.596
drif_ov,23.785,4.880,28.665
drif_ov,23.755,4.850,28.605
drif_ov,23.795,4.901,28.696
drif_ov,23.806,4.877,28.683
drif_ov,24.942,4.898,29.840
drif_ov,23.613,4.869,28.482
drif_ov,23.611,4.876,28.487
drif_ov,23.659,4.910,28.569
drif_ov,25.397,5.117,30.514
drif_ov,23.599,4.870,28.469
drif_ov,25.968,4.890,30.859
drif_ov,23.736,4.805,28.541
drif_ov,23.809,4.864,28.672
drif_ov,23.799,4.898,28.697
drif_ov,23.667,4.883,28.550
drif_ov,23.722,5.002,28.725
drif_ov,23.713,4.924,28.637
drif_ov,23.688,4.836,28.524
drif_ov,23.791,4.883,28.674
drif_ov,23.668,4.802,28.470
drif_ov,34.115,4.914,39.029
drif_ov,23.620,4.881,28.501
drif_ov,23.652,4.914,28.565
drif_ov,23.671,4.931,28.602
drif_ov,23.716,4.898,28.615
drif_ov,23.814,4.975,28.790
drif_ov,23.791,4.886,28.677
drif_ov,23.818,4.958,28.776
drif_ov,24.056,4.990,29.047
drif_ov,23.640,4.838,28.477
drif_ov,23.727,4.866,28.594
drif_ov,23.673,4.863,28.537
drif_ov,23.632,4.848,28.481
drif_ov,23.741,4.913,28.653
drif_ov,23.665,4.869,28.534
drif_ov,23.718,4.888,28.606
drif_ov,25.852,4.763,30.615
drif_ov,23.680,4.836,28.516
drif_ov,23.671,4.887,28.558
drif_ov,23.892,4.797,28.689
drif_ov,23.689,4.916,28.605
drif_ov,27.469,4.891,32.360
drif_ov,23.664,4.896,28.561
drif_ov,23.786,4.868,28.654
drif_ov,23.802,5.011,28.813
drif_ov,23.666,4.992,28.658
drif_ov,23.716,5.050,28.767
drif_ov,23.683,4.991,28.674
drif_ov,23.711,5.004,28.715
drif_ov,23.695,4.948,28.643
drif_ov,23.704,5.130,28.834
drif_ov,23.686,5.038,28.725
drif_ov,24.935,4.915,29.851
drif_ov,24.036,4.974,29.010
drif_ov,23.786,5.035,28.821
drif_ov,23.759,5.022,28.781
drif_ov,23.655,5.001,28.656
drif_ov,26.759,4.903,31.662
drif_ov,23.838,4.981,28.819
drif_ov,23.766,4.931,28.697
drif_ov,24.956,4.940,29.896
drif_ov,23.699,4.969,28.667
drif_ov,23.723,4.981,28.704
drif_ov,23.700,5.008,28.708
drif_ov,23.687,4.996,28.683
drif_ov,24.840,4.893,29.733
drif_ov,24.827,5.566,30.394
drif_ov,23.657,4.981,28.637
drif_ov,23.718,5.032,28.751
drif_ov,23.708,5.050,28.758
drif_ov,25.222,4.899,30.122
drif_ov,23.689,4.942,28.631
drif_ov,26.139,5.124,31.263
drif_ov,23.701,5.009,28.710
drif_ov,23.749,4.973,28.723
drif_ov,27.352,4.996,32.349
drif_ov,24.375,5.073,29.448
drif_ov,26.207,9.818,36.025
drif_ov,23.854,5.120,28.974
drif_ov,23.701,4.986,28.687
drif_ov,23.683,5.001,28.684
drif_ov,23.794,5.039,28.833
drif_ov,23.753,5.019,28.771
drif_ov,23.852,5.026,28.878
drif_ov,23.779,4.979,28.758
drif_ov,23.713,4.983,28.695
drif_ov,23.742,5.044,28.786
drif_ov,23.779,4.998,28.777
drif_ov,23.745,4.993,28.738
drif_ov,23.915,4.929,28.844
drif_ov,31.965,5.217,37.183
drif_ov,23.761,4.994,28.754
drif_ov,24.078,4.895,28.973
drif_ov,23.679,4.982,28.661
drif_ov,23.771,5.016,28.787
drif_ov,23.638,5.166,28.804
drif_ov,23.750,5.017,28.768
drif_ov,23.738,5.227,28.966
drif_ov,23.723,5.122,28.845
drif_ov,23.674,4.958,28.631
drif_ov,23.986,4.959,28.946
drif_ov,23.691,5.036,28.727
drif_ov,23.785,5.031,28.816
drif_ov,23.714,5.065,28.779
drif_ov,23.627,4.931,28.558
drif_ov,23.656,4.988,28.644
drif_ov,24.826,4.957,29.782
drif_ov,23.632,4.995,28.627
drif_ov,28.096,5.018,33.114
drif_ov,23.705,5.039,28.744
drif_ov,23.705,4.977,28.682
drif_ov,23.684,5.057,28.741
drif_ov,23.785,5.056,28.842
drif_ov,23.643,4.991,28.634
drif_ov,25.124,4.877,30.001
drif_ov,23.663,4.860,28.523
drif_ov,23.692,5.033,28.725
drif_ov,23.778,4.984,28.762
drif_ov,23.655,5.029,28.685
drif_ov,23.772,4.990,28.763
drif_ov,23.811,4.978,28.789
drif_ov,27.503,4.980,32.484
drif_ov,23.831,5.055,28.886
drif_ov,23.663,4.986,28.649
drif_ov,23.754,5.056,28.810
drif_ov,23.728,4.989,28.717
drif_ov,23.686,4.999,28.685
drif_ov,25.064,5.065,30.129
drif_ov,23.759,5.002,28.761
drif_ov,30.889,5.063,35.951
drif_ov,24.831,5.037,29.868
drif_ov,23.881,4.981,28.862
drif_ov,23.785,5.006,28.790
drif_ov,23.733,5.036,28.768
drif_ov,23.815,5.003,28.818
drif_ov,23.749,4.960,28.709
drif_ov,23.738,4.963,28.701
drif_ov,27.606,4.943,32.549
drif_ov,23.732,4.994,28.726
drif_ov,23.777,5.004,28.782
drif_ov,23.707,4.978,28.685
drif_ov,23.783,5.079,28.862
drif_ov,23.717,4.991,28.708
drif_ov,23.812,5.042,28.854
drif_ov,23.718,4.990,28.708
drif_ov,23.739,4.965,28.704
drif_ov,23.767,4.976,28.744
drif_ov,23.753,4.976,28.729
drif_ov,23.730,5.003,28.733
drif_ov,24.041,4.934,28.976
drif_ov,23.883,5.045,28.928
drif_ov,23.656,5.007,28.663
drif_ov,23.698,4.984,28.682
