model,backbone_ms,action_head_ms,total_ms
groot,23.648,45.162,68.810
groot,23.528,45.198,68.725
groot,23.710,45.175,68.884
groot,23.651,45.121,68.772
groot,23.643,45.204,68.847
groot,26.767,45.160,71.927
groot,23.532,45.171,68.703
groot,23.566,45.198,68.764
groot,23.533,45.190,68.723
groot,23.636,45.161,68.796
groot,23.671,45.145,68.816
groot,23.635,45.794,69.429
groot,23.603,45.212,68.814
groot,23.550,47.260,70.810
groot,23.546,45.204,68.750
groot,23.776,45.172,68.948
groot,23.522,45.157,68.679
groot,23.902,45.165,69.067
groot,23.627,45.167,68.793
groot,23.586,45.172,68.758
groot,23.587,45.194,68.781
groot,23.681,45.218,68.899
groot,23.535,45.172,68.707
groot,23.648,45.136,68.784
groot,25.398,45.191,70.589
groot,23.653,45.200,68.853
groot,23.542,45.162,68.704
groot,24.158,45.151,69.309
groot,23.573,45.167,68.741
groot,23.860,45.194,69.054
groot,23.845,45.178,69.023
groot,23.623,45.185,68.808
groot,23.669,45.183,68.852
groot,23.514,45.210,68.725
groot,23.577,46.092,69.669
groot,23.675,45.128,68.802
groot,23.969,45.194,69.163
groot,30.182,46.538,76.720
groot,23.608,45.152,68.760
groot,23.765,44.853,68.618
groot,23.678,44.967,68.645
groot,23.575,44.893,68.468
groot,23.543,44.842,68.385
groot,23.541,44.859,68.399
groot,23.510,47.375,70.885
groot,23.529,44.925,68.454
groot,23.518,44.847,68.365
groot,24.265,44.921,69.186
groot,23.719,47.427,71.147
groot,23.580,44.981,68.561
groot,23.559,44.830,68.389
groot,23.474,45.852,69.327
groot,23.636,49.153,72.789
groot,23.548,44.930,68.478
groot,23.560,45.695,69.255
groot,23.822,44.897,68.720
groot,23.542,44.891,68.433
groot,23.548,44.881,68.429
groot,23.586,44.825,68.411
groot,23.670,44.887,68.556
groot,23.626,44.979,68.605
groot,23.702,44.922,68.624
groot,23.689,44.830,68.519
groot,23.656,44.865,68.521
groot,23.574,44.921,68.494
groot,23.592,44.913,68.505
groot,23.687,44.812,68.499
groot,25.943,44.893,70.835
groot,23.556,44.892,68.448
groot,23.504,44.907,68.411
groot,23.488,44.838,68.326
groot,23.670,44.909,68.579
groot,23.670,54.758,78.429
groot,23.668,44.896,68.564
groot,23.780,44.814,68.593
groot,23.571,44.939,68.510
groot,23.569,44.883,68.452
groot,23.596,44.951,68.547
groot,23.573,44.821,68.393
groot,23.582,47.646,71.228
groot,23.572,44.943,68.515
groot,23.791,44.931,68.722
groot,23.696,45.926,69.622
groot,23.637,44.886,68.523
groot,23.587,44.915,68.502
groot,23.693,44.906,68.599
groot,23.650,44.805,68.455
groot,23.552,44.907,68.459
groot,23.535,44.918,68.453
groot,23.575,44.921,68.495
groot,23.498,44.816,68.314
groot,23.633,44.904,68.537
groot,23.590,44.910,68.500
groot,23.582,44.893,68.475
groot,23.552,45.980,69.532
groot,23.666,44.870,68.536
groot,23.565,44.922,68.488
groot,23.766,44.889,68.654
groot,23.484,44.822,68.305
groot,23.530,44.879,68.410
groot,23.718,44.925,68.642
groot,23.525,44.902,68.427
groot,23.577,44.833,68.410
groot,23.546,44.904,68.450
groot,23.518,44.890,68.408
groot,23.660,44.935,68.595
groot,23.666,44.824,68.489
groot,23.572,44.871,68.443
groot,23.796,45.160,68.956
groot,23.711,45.192,68.903
groot,23.945,45.150,69.096
groot,23.451,44.950,68.401
groot,23.600,45.155,68.755
groot,23.545,45.173,68.719
groot,23.678,45.078,68.756
groot,23.542,45.154,68.697
groot,23.517,45.291,68.808
groot,23.658,45.230,68.888
groot,23.552,45.106,68.659
groot,23.929,45.111,69.041
groot,23.649,45.155,68.804
groot,23.422,45.182,68.604
groot,23.449,45.197,68.645
groot,23.551,45.224,68.775
groot,23.635,45.183,68.818
groot,23.580,45.213,68.793
groot,23.620,45.070,68.690
groot,23.530,45.157,68.687
groot,23.568,45.148,68.716
groot,26.056,46.514,72.570
groot,23.584,45.114,68.698
groot,23.688,45.168,68.856
groot,23.672,45.145,68.817
groot,23.630,45.160,68.789
groot,23.547,45.089,68.636
groot,23.544,45.212,68.756
groot,23.538,53.835,77.373
groot,23.551,45.152,68.704
groot,23.566,45.070,68.636
groot,24.169,52.052,76.221
groot,23.490,45.201,68.691
groot,23.617,45.233,68.849
groot,23.943,45.096,69.039
groot,23.591,45.152,68.744
groot,23.571,45.283,68.854
groot,23.609,45.186,68.795
groot,23.501,45.099,68.600
groot,23.659,47.318,70.977
groot,23.492,53.752,77.244
groot,23.671,45.185,68.856
groot,23.515,45.089,68.604
groot,24.239,44.854,69.093
groot,23.521,44.967,68.488
groot,23.479,44.906,68.385
groot,23.751,44.838,68.590
groot,25.927,45.062,70.989
groot,23.694,44.899,68.593
groot,23.500,44.921,68.420
groot,26.071,44.818,70.889
groot,23.547,44.892,68.439
groot,32.880,44.923,77.803
groot,23.509,52.538,76.047
groot,23.470,44.808,68.278
groot,23.891,44.924,68.815
groot,23.659,44.929,68.588
groot,28.252,44.895,73.147
groot,23.483,44.797,68.280
groot,23.665,44.884,68.549
groot,23.744,44.969,68.713
groot,23.493,44.909,68.402
groot,23.529,44.824,68.353
groot,23.682,44.885,68.566
groot,23.562,46.293,69.856
groot,23.585,44.958,68.543
groot,23.545,44.828,68.374
groot,23.605,44.870,68.475
groot,23.547,48.961,72.509
groot,23.490,44.986,68.477
groot,23.581,44.810,68.391
groot,23.530,44.903,68.433
groot,23.618,44.976,68.594
groot,23.499,44.904,68.402
groot,23.547,44.799,68.345
groot,23.690,44.887,68.577
groot,23.533,44.932,68.465
groot,23.631,44.924,68.554
groot,23.620,44.815,68.435
groot,23.645,44.868,68.513
groot,23.539,44.903,68.442
groot,23.523,44.978,68.501
groot,23.482,44.870,68.351
groot,23.683,44.837,68.520
groot,23.586,44.910,68.496
groot,23.465,44.935,68.399
groot,23.611,44.817,68.427
groot,23.626,47.538,71.165
groot,23.731,44.899,68.630
groot,23.516,44.930,68.446
groot,23.550,44.817,68.367
groot,23.672,44.922,68.595
groot,23.637,44.903,68.540
groot,23.491,44.909,68.400
groot,25.142,51.589,76.731
groot,23.539,44.837,68.376
groot,23.515,44.887,68.402
groot,24.411,53.340,77.751
groot,24.686,44.801,69.487
groot,23.568,44.867,68.435
